genre_primary,budget_band,decade,language_group,vote_average,franchise,actor_success_rate_train,director_success_rate_train,actor_appearances_log1p,director_appearances_log1p,year,success_label
Unknown,Low,2020s,Non-English,10.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,1
Unknown,Low,2020s,Non-English,7.425,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,1
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2021,1
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,English,8.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,Non-English,10.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,Non-English,10.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,Non-English,7.5,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,0
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,0
Unknown,Low,2020s,Non-English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
Unknown,Low,2020s,English,0.0,0,0.4043887147335423,0.4043887147335423,5.768320995793772,5.768320995793772,2020,1
